"","Black","White","Asian","Hispanic","Latino","Unkonwn","Other","subject_age"
"629",0,1,0,0,0,0,0,"46.0"
"630",0,0,0,0,0,1,0,"26.0"
"631",0,0,0,1,0,0,0,"15.0"
"632",0,0,0,0,0,1,0,"U"
"633",0,1,0,0,0,0,0,"36.0"
"634",3,2,0,0,1,0,0,"20.0"
"635",0,1,0,0,0,0,0,"26.0"
"636",0,0,0,0,0,1,0,"27.0"
"637",0,0,0,0,0,1,0,"41.0"
"638",0,1,0,0,0,0,0,"54.0"
"639",0,1,0,0,0,0,0,"31.0"
"640",0,0,0,1,0,0,0,"U"
"641",1,0,0,0,0,0,0,"30.0"
"642",0,1,0,0,0,0,0,"39.0"
"643",0,1,0,0,0,0,0,"U"
"644",0,1,0,0,0,0,0,"U"
"645",0,1,0,0,0,0,0,"35.0"
"646",0,0,0,0,0,1,0,"U"
"647",0,2,0,0,1,0,0,"U"
"648",1,3,0,0,0,0,0,"U"
"649",0,1,0,0,0,0,0,"10.0"
"650",0,0,0,0,0,1,0,"U"
"651",0,0,0,0,0,1,0,"32.0"
"652",0,0,0,1,0,0,0,"U"
"653",0,0,0,0,0,1,0,"U"
"654",0,0,0,0,0,1,0,"U"
"655",0,1,0,0,0,0,0,"U"
"656",0,0,0,0,0,1,0,"32.0"
"657",0,0,0,0,0,1,0,"U"
"658",0,0,0,0,0,1,0,"U"
"659",0,0,0,0,0,1,0,"U"
"660",0,0,0,0,0,1,0,"41.0"
"661",0,0,0,0,0,1,0,"35.0"
"662",0,1,0,0,1,0,0,"30.0"
"663",0,0,0,0,0,1,0,"43.0"
"664",1,0,0,0,0,0,0,"U"
"665",0,0,0,0,0,1,0,"U"
"666",0,0,0,1,0,0,0,"31.0"
"667",0,1,0,0,0,0,0,"10.0"
"668",0,0,0,0,0,1,0,"U"
"669",0,1,0,0,0,0,0,"U"
"670",0,1,0,0,0,0,0,"33.0"
"671",0,0,0,0,0,1,0,"27.0"
"672",0,1,0,0,0,0,0,"21.0"
"673",0,0,0,0,0,1,0,"U"
"674",0,1,0,0,0,0,0,"30-39"
"675",0,0,0,0,0,1,0,"U"
"676",0,1,0,0,0,0,0,"U"
"677",0,0,0,0,0,1,0,"U"
"678",0,1,0,0,0,0,0,"33.0"
"679",0,1,0,0,0,0,0,"55.0"
"680",0,0,0,0,0,1,0,"U"
"681",0,0,0,0,0,1,0,"U"
"682",0,0,0,1,0,0,0,"28.0"
"683",0,0,0,0,0,1,0,"41.0"
"684",0,1,0,0,0,0,0,"U"
"685",0,0,0,0,0,1,0,"U"
"686",0,0,0,0,0,1,0,"U"
"687",0,0,0,0,0,1,0,"U"
"688",0,0,0,0,0,1,0,"17.0"
"689",0,1,0,0,0,0,0,"U"
"690",0,1,0,0,0,0,0,"25.0"
"691",0,1,0,0,0,0,0,"U"
"692",1,0,0,0,0,0,0,"30-39"
"693",0,1,0,0,0,0,0,"31.0"
"694",0,0,0,0,0,1,0,"52.0"
"695",1,1,0,0,0,0,0,"25.0"
"696",0,0,0,0,0,1,0,"U"
"697",0,1,0,0,0,0,0,"23.0"
"698",0,0,0,0,0,1,0,"U"
"699",0,0,0,0,0,1,0,"52.0"
"700",0,0,0,0,3,0,0,"22.0"
"701",0,1,0,1,0,0,0,"21.0"
"702",0,1,0,0,0,0,0,"36.0"
"703",1,0,0,0,0,0,0,"U"
"704",0,1,0,0,0,0,0,"25.0"
"705",0,0,0,0,1,0,0,"55.0"
"706",0,0,0,0,0,1,0,"U"
"707",0,0,0,0,0,1,0,"55.0"
"708",0,1,0,0,0,0,0,"25.0"
"709",0,0,1,0,0,0,0,"28.0"
"710",0,0,0,0,0,1,0,"27.0"
"711",1,0,0,0,0,0,0,"41.0"
"712",0,3,1,2,0,0,0,"37.0"
"713",0,0,0,1,0,0,0,"27.0"
"714",0,1,0,0,0,0,0,"U"
"715",0,1,0,0,0,0,0,"40.0"
"716",0,0,0,0,0,1,0,"U"
"717",0,1,0,0,0,0,0,"U"
"718",0,0,0,0,0,1,0,"U"
"719",0,1,0,0,0,0,0,"10.0"
"720",0,0,0,1,0,0,0,"21.0"
"721",0,0,0,0,0,1,0,"18.0"
"722",0,0,0,0,0,1,0,"U"
"723",0,0,0,0,0,1,0,"U"
"724",1,0,0,0,0,0,0,"32.0"
"725",1,0,0,0,0,0,0,"21.0"
"726",0,1,0,0,0,0,0,"U"
"727",0,1,0,0,0,0,0,"30-39"
"728",0,1,0,0,1,0,0,"63.0"
"729",0,0,0,0,1,0,0,"29.0"
"730",0,1,0,0,0,0,0,"47.0"
"731",0,1,0,0,0,0,0,"23.0"
"732",0,1,0,0,0,0,0,"U"
"733",0,1,0,1,0,0,0,"U"
"734",3,2,0,0,0,0,0,"U"
"735",0,0,0,0,0,1,0,"U"
"736",0,1,0,0,0,0,0,"30.0"
"737",0,0,0,0,0,1,0,"U"
"738",0,1,0,0,0,0,0,"40.0"
"739",0,0,0,1,0,0,0,"39.0"
"740",1,0,0,0,0,0,0,"U"
"741",0,0,0,0,0,1,0,"U"
"742",1,0,0,0,0,2,0,"U"
"743",0,1,0,0,0,0,0,"29.0"
"744",0,1,0,0,0,0,0,"33.0"
"745",0,2,1,0,0,0,0,"U"
"746",0,0,0,0,0,1,0,"U"
"747",0,1,0,0,1,0,0,"30-39"
"748",1,0,0,0,1,0,0,"30-39"
"749",0,1,0,0,0,0,0,"48.0"
"750",0,0,0,1,0,0,0,"U"
"751",0,0,1,0,0,0,0,"U"
"752",1,1,0,1,0,0,0,"U"
"753",0,0,0,0,0,1,0,"U"
"754",0,0,0,0,0,1,0,"U"
"755",1,0,0,0,0,0,0,"46.0"
"756",0,1,0,0,2,0,0,"30.0"
"757",0,0,0,0,0,1,0,"U"
"758",0,0,0,1,0,0,0,"U"
"759",0,1,0,0,0,0,0,"U"
"760",0,1,0,0,0,0,0,"U"
"761",0,0,0,0,0,1,0,"U"
"762",0,1,0,0,0,0,0,"53.0"
"763",0,0,0,0,0,1,0,"U"
"764",0,0,0,0,0,1,0,"47.0"
"765",0,1,0,0,0,0,0,"30-39"
"766",0,0,0,0,0,1,0,"U"
"767",0,1,0,0,0,0,0,"35.0"
"768",0,0,0,0,0,1,0,"U"
"769",0,0,0,0,0,1,0,"52.0"
"770",0,1,0,0,0,0,0,"47.0"
"771",0,0,0,1,0,0,0,"33.0"
"772",0,0,0,0,0,1,0,"U"
"773",0,0,0,0,0,1,0,"19.0"
"774",0,0,0,0,0,1,0,"U"
"775",0,0,0,0,0,1,0,"U"
"776",0,1,0,0,0,0,0,"U"
"777",0,1,0,0,0,0,0,"U"
"778",0,1,0,0,0,0,0,"29.0"
"779",0,1,0,0,0,0,0,"U"
"780",0,0,1,1,0,0,0,"U"
"781",0,1,0,0,0,0,0,"U"
"782",0,2,2,1,1,0,0,NA
"783",0,1,0,0,0,0,0,"41.0"
"784",0,0,0,1,0,0,0,"32.0"
"785",0,0,0,0,0,1,0,"U"
"786",0,1,0,0,0,0,0,"28.0"
"787",1,0,0,0,3,0,0,"24.0"
"788",0,1,0,0,0,0,0,"U"
"789",0,1,0,0,0,0,0,"21.0"
"790",0,1,0,0,0,0,0,"36.0"
"791",0,1,0,0,0,0,0,"U"
"792",0,1,0,1,0,0,0,"30.0"
"793",0,0,0,0,0,1,0,"U"
"794",1,0,0,0,0,0,0,"U"
"795",1,0,0,0,0,0,0,"U"
"796",1,0,0,0,0,0,0,"U"
"797",0,1,0,0,0,0,0,"25.0"
"798",0,0,0,0,0,1,0,"U"
"799",0,0,0,0,0,1,0,"54.0"
"800",1,0,0,0,0,0,0,"25.0"
"801",0,1,0,0,0,0,0,"U"
"802",0,0,0,0,0,1,0,"26.0"
"803",1,0,0,0,1,0,0,"30-39"
"804",0,0,0,0,0,1,0,"U"
"805",0,1,0,0,0,0,0,"U"
"806",0,1,0,3,0,0,0,"29.0"
"807",0,0,0,0,0,1,0,"28.0"
"808",0,1,0,1,0,0,0,"U"
"809",0,0,0,0,0,1,0,"U"
"810",0,0,0,0,0,1,0,"U"
"811",0,1,0,0,0,0,0,"U"
"812",0,1,0,0,0,0,0,"U"
"813",0,0,0,0,0,1,0,"U"
"814",0,0,0,0,0,1,0,"31.0"
"815",0,0,1,0,0,0,0,"20.0"
"816",0,0,0,0,0,1,0,"U"
"817",0,1,0,0,0,0,0,"25.0"
"818",1,0,0,0,0,0,0,"40.0"
"819",0,1,0,0,0,0,0,"U"
"820",0,0,0,0,0,1,0,"U"
"821",0,1,0,0,0,0,0,"35.0"
"822",0,0,0,0,0,1,0,"25.0"
"823",1,0,0,0,0,0,0,"U"
"824",1,0,0,0,0,0,0,"U"
"825",0,1,0,0,0,0,0,"27.0"
"826",0,0,0,0,0,1,0,"U"
"827",0,0,0,0,0,1,0,"U"
"828",0,1,0,0,0,0,0,"U"
"829",0,1,0,0,0,0,0,"25.0"
"830",0,1,0,0,0,0,0,"26.0"
"831",0,0,0,0,0,1,0,"27.0"
"832",0,0,0,0,0,1,0,"U"
"833",0,1,0,0,0,0,0,"U"
"834",1,0,0,0,0,0,0,"U"
"835",0,0,0,0,0,1,0,"U"
"836",0,1,0,0,0,0,0,"U"
"837",0,1,0,0,0,0,0,"31.0"
"838",0,0,0,0,0,1,0,"U"
"839",0,1,0,0,0,0,0,"U"
"840",0,0,0,1,0,0,0,"U"
"841",0,0,0,0,0,1,0,"U"
"842",0,0,0,1,0,0,0,"U"
"843",0,0,0,0,0,1,0,"U"
"844",0,1,0,0,0,0,0,"25.0"
"845",0,1,0,0,0,0,0,"31.0"
"846",0,0,0,0,0,1,0,"U"
"847",0,1,0,0,0,0,0,"18.0"
"848",0,0,0,0,0,1,0,"U"
"849",1,0,0,0,0,0,0,"U"
"850",0,0,0,0,0,1,0,"U"
"851",1,0,0,0,0,0,0,"10.0"
"852",1,0,0,0,0,0,0,"32.0"
"853",0,1,0,0,1,0,0,"U"
"854",0,1,0,0,0,0,0,"24.0"
"855",1,0,0,0,0,0,0,"19.0"
"856",0,1,0,0,0,0,0,"U"
"857",0,1,0,0,0,0,0,"U"
"858",0,0,0,0,0,1,0,"U"
"859",1,0,0,0,0,0,0,"U"
"860",0,0,0,0,0,1,0,"U"
"861",0,0,0,0,0,1,0,"U"
"862",0,0,0,0,0,1,0,"U"
"863",0,3,0,0,1,0,0,"55.0"
"864",0,1,0,0,0,0,0,"U"
"865",0,0,0,0,0,1,0,"U"
"866",0,1,0,0,1,0,0,"30-39"
"867",0,0,0,0,0,1,0,"25.0"
"868",0,0,0,1,0,0,0,"U"
"869",0,1,0,0,0,0,0,"U"
"870",1,0,0,0,0,0,0,"U"
"871",0,0,0,0,1,0,0,"U"
"872",1,0,0,1,0,0,0,"38.0"
"873",0,1,0,0,0,0,0,"34.0"
"874",0,1,0,0,0,0,1,"U"
"875",0,1,0,0,0,0,0,"U"
"876",0,0,0,0,0,1,0,"U"
"877",0,1,0,0,0,0,0,"32.0"
"878",0,0,0,1,0,0,0,"U"
"879",0,0,0,0,0,1,0,"U"
"880",0,0,0,0,0,1,0,"U"
"881",0,0,0,0,0,1,0,"U"
"882",0,0,0,0,0,1,0,"U"
"883",0,0,0,0,0,1,0,"U"
"884",0,0,0,0,0,1,0,"U"
"885",0,1,0,0,0,0,0,"48.0"
"886",0,0,0,0,0,1,0,"33.0"
"887",0,0,0,0,0,1,0,"23.0"
"888",0,0,0,0,0,1,0,"26.0"
"889",0,0,0,0,0,1,0,"U"
"890",0,0,0,0,1,0,0,"25.0"
"891",0,1,0,0,0,0,0,"57.0"
"892",0,0,0,0,0,1,0,"U"
"893",0,1,0,0,0,0,0,"25.0"
"894",0,0,0,0,1,0,0,"U"
"895",0,0,0,0,0,1,0,"U"
"896",0,0,0,0,1,0,0,"25.0"
"897",0,1,0,0,0,0,0,"U"
"898",0,0,0,0,0,1,0,"58.0"
"899",0,1,0,0,0,0,0,"U"
"900",0,1,0,0,0,0,0,"24.0"
"901",0,0,0,0,0,1,0,"50.0"
"902",0,0,0,0,0,1,0,"26.0"
"903",0,1,0,0,0,0,0,"U"
"904",0,0,0,0,0,1,0,"U"
"905",0,0,0,0,0,1,0,"U"
"906",0,0,0,0,0,1,0,"U"
"907",0,0,0,0,0,1,0,"57.0"
"908",0,1,0,0,0,0,0,"31.0"
"909",0,0,0,0,0,1,0,"28.0"
"910",0,1,0,0,0,0,0,"25.0"
"911",0,1,0,0,0,0,0,"U"
"912",1,0,0,0,0,0,0,"28.0"
"913",0,0,0,0,0,1,0,"U"
"914",0,0,0,1,0,0,0,"U"
"915",0,1,0,0,0,0,0,"66.0"
"916",0,0,0,0,0,1,0,"30.0"
"917",0,0,0,0,0,1,0,"U"
"918",0,0,0,1,0,0,0,"U"
"919",0,1,0,0,0,0,0,"26.0"
"920",0,0,0,0,0,1,0,"U"
"921",0,0,0,0,0,1,0,"U"
"922",0,0,0,1,0,0,0,"U"
"923",0,1,0,0,0,0,0,"U"
"924",0,0,0,0,0,1,0,"U"
"925",0,0,0,1,0,0,0,"35.0"
"926",0,1,0,0,0,0,0,"U"
"927",0,0,0,0,1,0,0,"U"
"928",0,0,0,1,0,0,0,"U"
"929",0,0,0,0,0,1,0,"U"
"930",0,0,0,0,0,1,0,"31.0"
"931",0,0,0,1,0,0,0,"33.0"
"932",0,0,0,0,0,1,0,"U"
"933",0,1,0,0,0,0,0,"U"
"934",0,1,0,0,0,0,0,"U"
"935",0,0,0,1,0,0,0,"37.0"
"936",0,0,0,0,0,1,0,"U"
"937",0,0,0,0,0,1,0,"U"
"938",0,0,0,0,0,1,0,"U"
"939",0,0,0,0,0,1,0,"U"
"940",0,0,0,1,0,0,0,"U"
"941",0,1,0,0,0,1,0,"27.0"
"942",0,0,0,0,0,1,0,"U"
"943",1,0,0,0,0,0,0,"19.0"
"944",0,0,0,0,1,0,0,"U"
"945",0,0,0,0,0,1,0,"U"
"946",2,0,0,0,0,9,0,"24.0"
"947",0,0,0,0,0,1,0,"U"
"948",0,1,0,0,0,0,0,"63.0"
"949",0,0,0,1,0,0,0,"25.0"
"950",0,0,0,0,0,1,0,"U"
"951",0,1,0,0,0,0,0,"24.0"
"952",0,1,0,0,0,0,0,"56.0"
"953",0,1,0,0,0,0,0,"18.0"
"954",0,0,0,0,0,1,0,"U"
"955",0,1,0,0,0,0,0,"48.0"
"956",0,1,0,0,0,0,0,"25.0"
"957",0,1,0,0,0,0,0,"U"
"958",0,0,0,0,0,1,0,"56.0"
"959",0,0,0,0,0,1,0,"U"
"960",0,1,0,0,0,2,0,"23.0"
"961",1,0,0,0,0,0,0,"U"
"962",0,0,0,0,0,1,0,"23.0"
"963",0,0,0,1,0,0,0,"U"
"964",0,1,0,0,1,0,0,"34.0"
"965",0,1,0,0,0,0,0,"69.0"
"966",0,0,0,0,0,1,0,"U"
"967",0,1,0,0,0,0,0,"U"
"968",0,1,0,0,0,0,0,"41.0"
"969",1,0,0,0,0,0,0,"25.0"
"970",3,3,0,0,0,0,0,"U"
"971",0,1,0,0,0,0,0,"U"
"972",0,0,0,0,0,1,0,"U"
"973",0,1,0,0,0,0,0,"52.0"
"974",0,1,0,0,0,0,0,"31.0"
"975",0,0,0,0,0,1,0,"40.0"
"976",0,1,0,0,0,0,0,"34.0"
"977",0,1,0,0,0,0,0,"U"
"978",1,0,0,0,0,0,0,"U"
"979",0,0,0,0,0,1,0,"U"
"980",0,0,0,1,0,0,0,"18.0"
"981",1,0,0,0,0,0,0,"10.0"
"982",1,0,0,0,0,0,0,"U"
"983",0,1,0,0,0,0,0,"U"
"984",1,1,0,0,0,0,0,"37.0"
"985",0,1,0,0,0,0,0,"33.0"
"986",0,1,0,0,0,0,0,"22.0"
"987",0,1,0,0,0,0,0,"26.0"
"988",0,1,0,0,0,0,0,"34.0"
"989",1,0,0,0,0,0,0,"U"
"990",0,1,0,0,0,0,0,"44.0"
"991",0,0,0,0,1,0,0,"33.0"
"992",1,0,0,0,0,0,0,"U"
"993",0,0,0,0,0,1,0,"U"
"994",0,0,0,0,0,1,0,"34.0"
"995",0,1,0,0,0,0,0,"U"
"996",0,0,0,0,0,1,0,"U"
"997",0,0,0,1,0,0,0,"41.0"
"998",0,0,0,1,0,0,0,"37.0"
"999",0,0,0,0,0,1,0,"U"
"1000",0,0,0,0,0,1,0,"17.0"
"1001",0,1,0,0,0,0,0,"46.0"
"1002",0,0,0,1,0,0,0,"43.0"
"1003",0,0,0,1,0,0,0,"26.0"
"1004",0,0,0,0,0,1,0,"U"
"1005",0,0,0,0,0,1,0,"U"
"1006",0,1,0,0,0,0,0,"23.0"
"1007",0,0,0,1,0,0,0,"U"
"1008",0,0,0,0,0,1,0,"U"
"1009",0,0,0,0,1,0,0,"U"
"1010",0,0,0,0,1,0,0,"25.0"
"1011",1,0,0,0,0,0,0,"U"
"1012",0,0,0,0,0,1,0,"U"
"1013",0,1,0,0,0,0,0,"19.0"
"1014",0,0,0,0,1,0,0,"33.0"
"1015",0,0,0,0,0,1,0,"U"
"1016",0,0,0,1,0,0,0,"U"
"1017",0,1,0,0,0,0,0,"49.0"
"1018",0,1,0,0,0,0,0,"U"
"1019",0,1,0,0,0,0,0,"U"
"1020",0,0,1,0,0,0,0,"U"
"1021",0,1,0,0,1,0,0,"25.0"
"1022",0,0,0,0,0,1,0,"28.0"
"1023",0,1,0,0,0,0,0,"20.0"
"1024",0,1,0,0,0,0,0,"23.0"
"1025",0,1,0,0,0,0,0,"42.0"
"1026",0,0,0,0,0,1,0,"U"
"1027",0,0,0,0,0,1,0,"U"
"1028",0,1,0,0,0,0,0,"U"
"1029",0,0,0,0,0,1,0,"U"
"1030",0,0,0,0,0,1,0,"U"
"1031",0,1,0,0,0,0,0,"38.0"
"1032",0,1,0,0,0,0,0,"55.0"
"1033",1,0,0,0,0,0,0,"22.0"
"1034",0,1,0,0,0,0,0,"U"
"1035",0,1,0,0,0,0,0,"U"
"1036",0,0,0,0,0,1,0,"24.0"
"1037",0,0,0,0,0,1,0,"U"
"1038",0,0,1,0,0,0,0,"16.0"
"1039",1,6,1,6,0,0,1,"U"
"1040",0,0,1,0,1,0,0,"32.0"
"1041",1,1,0,0,0,0,0,"U"
"1042",0,1,0,0,0,0,0,"21.0"
"1043",0,0,0,1,0,0,0,"U"
"1044",0,0,0,0,0,1,0,"U"
"1045",0,1,0,0,0,0,0,"31.0"
"1046",0,1,0,0,0,0,0,"22.0"
"1047",0,0,0,1,0,0,0,"U"
"1048",0,0,0,0,0,1,0,"24.0"
"1049",1,0,0,0,0,0,0,"U"
"1050",0,1,0,2,0,0,1,"U"
"1051",0,0,0,0,0,1,0,"31.0"
"1052",1,0,0,0,0,0,0,"46.0"
"1053",0,0,0,0,0,1,0,"U"
"1054",0,0,0,0,1,0,0,"32.0"
"1055",0,1,0,0,0,0,0,"23.0"
"1056",0,0,0,0,1,0,0,"25.0"
"1057",0,1,0,0,0,0,0,"U"
"1058",0,0,0,0,0,1,0,"29.0"
"1059",0,0,0,0,0,1,0,"U"
"1060",0,0,0,0,0,1,0,"U"
"1061",0,1,0,1,0,0,0,"U"
"1062",0,1,0,0,0,0,0,"20.0"
"1063",0,0,0,0,0,1,0,"22.0"
"1064",0,0,0,1,0,0,0,"U"
"1065",0,2,1,0,0,0,0,"25.0"
"1066",0,1,0,0,0,0,0,"22.0"
"1067",0,1,0,0,0,0,0,"25.0"
"1068",0,0,0,0,0,1,0,"U"
"1069",0,0,0,0,0,1,0,"53.0"
"1070",1,0,0,0,0,0,0,"U"
"1071",1,1,0,0,0,0,0,"28.0"
"1072",0,1,0,0,0,0,0,"25.0"
"1073",0,1,0,0,1,0,0,"25.0"
"1074",0,1,0,0,0,0,0,"U"
"1075",0,1,0,0,0,0,0,"34.0"
"1076",0,0,0,0,2,0,0,"U"
"1077",0,1,0,0,0,0,0,"21.0"
"1078",0,1,0,0,0,0,0,"55.0"
"1079",0,1,0,0,1,0,0,"U"
"1080",0,0,1,0,2,0,0,"17.0"
"1081",0,1,0,0,0,0,0,"42.0"
"1082",0,0,0,0,0,1,0,"25.0"
"1083",1,0,0,0,0,0,0,"U"
"1084",0,0,0,0,0,1,0,"U"
"1085",0,0,0,0,0,1,0,"U"
"1086",0,0,0,0,0,1,0,"15.0"
"1087",0,0,0,0,0,1,0,"52.0"
"1088",0,0,0,0,0,1,0,"U"
"1089",0,0,0,0,0,1,0,"U"
"1090",0,0,0,0,0,1,0,"21.0"
"1091",0,1,0,0,0,0,0,"U"
"1092",0,1,0,0,0,0,0,"U"
"1093",0,0,0,0,0,1,0,"U"
"1094",0,1,0,0,0,0,0,"U"
"1095",0,1,0,0,0,0,0,"37.0"
"1096",0,0,0,0,0,1,0,"U"
"1097",0,0,0,1,0,0,1,"22.0"
"1098",0,0,0,1,0,0,0,"U"
"1099",0,1,0,0,0,0,0,"31.0"
"1100",0,0,1,0,0,0,0,"22.0"
"1101",0,0,0,0,1,0,0,"U"
"1102",0,0,0,0,0,1,0,"48.0"
"1103",0,1,0,0,0,0,0,"U"
"1104",0,0,0,0,0,1,0,"U"
"1105",0,0,0,1,0,0,0,"U"
"1106",0,1,0,0,0,0,0,"U"
"1107",0,1,0,0,0,0,0,"U"
"1108",0,1,0,0,0,0,0,"U"
"1109",0,0,0,0,1,0,0,"10.0"
"1110",0,1,0,0,0,0,0,"U"
"1111",0,1,1,0,0,0,0,"U"
"1112",0,1,0,0,0,0,0,"U"
"1113",0,0,0,0,1,0,0,"30-39"
"1114",0,1,0,0,0,0,0,"30.0"
"1115",0,2,0,2,0,0,0,"U"
"1116",3,1,0,0,0,0,0,"U"
"1117",0,0,0,0,0,1,0,"16.0"
"1118",0,1,0,0,0,0,0,"25.0"
"1119",0,1,0,0,0,0,0,"34.0"
"1120",0,0,0,0,0,1,0,"U"
"1121",0,0,0,0,0,1,0,"U"
"1122",0,1,0,0,0,0,0,"U"
"1123",0,1,0,0,0,0,0,"U"
"1124",0,1,0,0,0,0,0,"U"
"1125",0,0,0,0,0,1,0,"U"
"1126",0,0,0,0,0,1,0,"42.0"
"1127",1,3,0,0,1,0,0,"U"
"1128",1,0,0,0,0,0,0,"U"
"1129",0,0,0,0,0,1,0,"U"
"1130",0,0,0,0,0,1,0,"60.0"
"1131",0,1,0,0,0,0,0,"35.0"
"1132",0,1,0,0,0,0,0,"26.0"
"1133",0,1,0,0,0,0,0,"U"
"1134",0,0,0,0,0,1,0,"U"
"1135",0,0,0,0,0,1,0,"U"
"1136",0,0,0,0,0,1,0,"U"
"1137",0,0,0,0,0,1,0,"U"
"1138",0,0,0,0,1,0,0,"10.0"
"1139",0,1,0,1,0,0,0,"U"
"1140",0,0,0,0,0,1,0,"U"
"1141",0,0,0,0,0,1,0,"U"
"1142",0,0,0,0,1,0,0,"U"
"1143",0,1,0,2,0,0,0,"U"
"1144",0,0,0,0,0,1,0,"53.0"
"1145",0,1,0,0,0,0,0,"27.0"
"1146",0,0,0,0,0,1,0,"30.0"
"1147",1,1,0,0,0,0,0,"U"
"1148",0,1,0,0,0,0,0,"U"
"1149",0,0,0,1,0,0,0,"U"
"1150",0,1,0,0,0,0,0,"U"
"1151",0,0,0,0,0,1,0,"U"
"1152",0,0,0,0,1,0,0,"17.0"
"1153",1,1,0,0,0,0,0,"25.0"
"1154",1,1,0,0,0,0,0,"52.0"
"1155",1,0,0,0,0,0,0,"U"
"1156",0,0,0,0,0,1,0,"U"
"1157",0,1,0,2,0,0,0,"40.0"
"1158",0,1,0,1,0,0,0,"U"
"1159",0,0,0,0,0,1,0,"U"
"1160",1,0,0,0,0,0,0,"U"
"1161",1,0,0,0,0,0,0,"50.0"
"1162",1,0,0,0,0,0,0,"39.0"
"1163",1,0,0,0,0,0,0,"17.0"
"1164",0,0,0,0,1,0,0,"25.0"
"1165",0,0,0,0,1,0,0,"U"
"1166",0,0,0,0,2,0,0,"U"
"1167",0,1,0,0,0,0,0,"28.0"
"1168",0,1,0,0,0,0,0,"29.0"
"1169",0,1,0,1,0,0,0,"U"
"1170",0,0,0,0,1,0,0,"23.0"
"1171",1,0,0,0,0,0,0,"U"
"1172",0,0,0,0,0,1,0,"34.0"
"1173",1,0,0,0,0,0,0,"26.0"
"1174",0,0,0,0,0,1,0,"U"
"1175",0,1,0,0,0,0,0,"40.0"
"1176",0,1,0,0,0,0,0,"U"
"1177",0,0,0,0,0,1,0,"U"
"1178",0,1,0,0,0,0,0,"23.0"
"1179",0,0,0,1,0,0,0,"41.0"
"1180",0,1,0,0,0,0,0,"U"
"1181",0,1,0,0,0,0,0,"36.0"
"1182",0,1,0,0,0,0,0,"21.0"
"1183",0,0,0,0,0,1,0,"U"
"1184",0,1,0,0,0,0,0,"56.0"
"1185",0,0,0,0,0,1,0,"25.0"
"1186",0,0,0,0,0,1,0,"17.0"
"1187",0,0,0,0,0,1,0,"U"
"1188",0,0,0,0,0,1,0,"19.0"
"1189",0,0,0,0,0,1,0,"55.0"
"1190",0,1,0,0,0,0,0,"47.0"
"1191",0,1,0,0,0,0,0,"35.0"
"1192",0,1,0,0,0,0,0,"55.0"
"1193",0,0,0,0,0,1,0,"58.0"
"1194",0,1,0,0,0,0,0,"U"
"1195",0,1,0,0,1,0,0,"30-39"
"1196",0,0,0,0,0,1,0,"U"
"1197",0,1,0,0,0,0,0,"26.0"
"1198",0,1,0,0,0,0,0,"U"
"1199",0,0,0,0,1,0,0,"U"
"1200",0,1,0,0,0,0,0,"10.0"
"1201",1,1,0,0,0,0,0,"U"
"1202",0,0,0,0,1,0,0,"36.0"
"1203",0,0,0,0,0,1,0,"U"
"1204",0,0,0,0,0,1,0,"U"
"1205",0,1,0,0,0,0,0,"43.0"
"1206",0,0,0,0,2,0,0,"45.0"
"1207",0,0,1,0,0,0,0,"U"
"1208",0,0,0,0,0,1,0,"U"
"1209",0,0,0,0,0,1,0,"U"
"1210",0,0,0,0,0,1,0,"28.0"
"1211",0,1,0,0,2,0,0,"U"
"1212",0,1,0,0,0,0,0,"U"
"1213",0,1,0,0,0,0,0,"25.0"
"1214",0,0,0,0,0,1,0,"26.0"
"1215",0,0,0,0,0,1,0,"U"
"1216",1,0,0,0,0,0,0,"24.0"
"1217",0,1,0,0,1,0,0,"30-39"
"1218",0,0,0,0,0,1,0,"U"
"1219",0,1,0,0,0,0,0,"U"
"1220",0,1,0,0,0,0,0,"10.0"
"1221",0,1,0,0,0,0,0,"U"
"1222",0,0,0,1,0,0,0,"U"
"1223",0,0,0,0,0,1,0,"U"
"1224",1,0,0,0,0,0,0,"U"
"1225",0,0,0,0,0,1,0,"30.0"
"1226",0,1,0,1,0,0,0,"U"
"1227",0,0,0,0,0,1,0,"29.0"
"1228",0,0,1,0,0,0,0,"U"
"1229",0,0,0,0,1,0,0,"25.0"
"1230",0,0,0,0,1,0,0,"28.0"
"1231",0,0,0,0,0,1,0,"20.0"
"1232",0,1,0,1,0,0,0,"31.0"
"1233",0,1,0,0,0,0,0,"28.0"
"1234",0,1,0,0,0,0,0,"U"
"1235",0,0,0,1,0,0,0,"39.0"
"1236",0,0,0,0,0,1,0,"U"
"1237",0,1,0,1,0,0,0,"40.0"
"1238",0,0,0,0,0,1,0,"U"
"1239",0,0,0,0,0,1,0,"U"
"1240",0,1,0,0,0,0,0,"46.0"
"1241",0,1,0,0,0,0,0,"34.0"
"1242",0,0,0,0,0,1,0,"30.0"
"1243",0,0,0,0,0,1,0,"28.0"
"1244",0,0,0,0,0,1,0,"U"
"1245",0,1,0,0,0,0,0,"32.0"
"1246",0,0,0,0,0,1,0,"U"
"1247",1,0,0,0,0,0,0,"U"
"1248",0,0,0,0,0,1,0,"U"
"1249",0,1,0,0,0,0,0,"22.0"
"1250",1,0,0,0,0,0,0,"21.0"
"1251",0,1,0,0,3,0,0,"29.0"
"1252",0,0,0,0,1,0,0,"U"
