"","Black","White","Asian","Hispanic","Latino","Unkonwn","Other","subject_age"
"1253",0,1,0,0,0,0,0,"U"
"1254",1,0,0,0,1,0,0,"38.0"
"1255",0,1,0,0,0,0,0,"56.0"
"1256",0,0,0,0,0,1,0,"U"
"1257",0,0,0,0,0,1,0,"25.0"
"1258",0,0,0,0,0,1,0,"U"
"1259",0,1,0,0,0,0,0,"30-39"
"1260",0,0,0,0,0,1,0,"U"
"1261",1,0,0,6,0,0,0,"U"
"1262",0,0,0,0,0,1,0,"U"
"1263",0,0,0,0,1,0,0,"35.0"
"1264",0,1,0,0,0,0,0,"U"
"1265",0,0,0,0,0,1,0,"U"
"1266",1,0,0,0,0,0,0,"25.0"
"1267",0,1,0,0,0,0,0,"U"
"1268",1,0,0,0,0,0,0,"31.0"
"1269",0,1,0,0,0,0,0,"U"
"1270",0,1,0,0,1,0,0,"10.0"
"1271",0,0,0,0,0,1,0,"U"
"1272",1,3,0,0,0,0,0,"39.0"
"1273",0,0,0,0,0,1,0,"U"
"1274",0,0,0,0,0,1,0,"29.0"
"1275",0,0,0,0,0,1,0,"U"
"1276",0,0,0,0,0,1,0,"40.0"
"1277",1,0,0,0,0,0,0,"25.0"
"1278",0,0,0,0,0,1,0,"U"
"1279",1,0,0,0,0,0,0,"U"
"1280",0,1,0,0,0,0,0,"U"
"1281",1,0,0,0,0,0,0,"29.0"
"1282",0,1,0,0,0,0,0,"25.0"
"1283",0,1,0,0,0,0,0,"42.0"
"1284",0,0,0,0,0,1,0,"U"
"1285",0,0,0,0,0,1,0,"U"
"1286",1,1,1,1,0,0,0,"U"
"1287",1,0,0,0,0,0,0,"U"
"1288",1,0,1,0,1,0,0,"U"
"1289",0,0,0,0,0,1,0,"U"
"1290",0,0,0,0,0,1,0,"U"
"1291",0,1,0,0,0,0,0,"29.0"
"1292",0,1,0,0,0,0,0,"U"
"1293",0,0,1,0,2,0,0,"19.0"
"1294",0,0,0,0,0,1,0,"U"
"1295",0,0,0,0,0,1,0,"U"
"1296",0,0,0,0,0,1,0,"U"
"1297",0,0,0,0,0,1,0,"U"
"1298",0,2,0,0,2,0,0,"27.0"
"1299",1,1,0,0,0,0,0,"U"
"1300",0,0,0,1,0,0,0,"23.0"
"1301",0,0,0,0,0,1,0,"U"
"1302",1,0,0,0,0,0,0,"25.0"
"1303",0,1,0,0,0,0,0,"U"
"1304",1,0,0,2,0,0,0,"19.0"
"1305",0,0,0,0,0,1,0,"41.0"
"1306",0,0,0,0,0,1,0,"U"
"1307",0,0,0,1,0,0,0,"U"
"1308",0,0,0,1,0,0,0,"41.0"
"1309",1,0,0,0,0,0,0,"32.0"
"1310",1,0,0,0,0,0,0,"21.0"
"1311",0,0,0,0,0,1,0,"U"
"1312",0,1,0,0,0,0,0,"24.0"
"1313",0,1,0,0,0,0,0,"36.0"
"1314",0,1,0,0,0,0,0,"41.0"
"1315",2,4,0,0,0,0,0,"U"
"1316",1,0,0,0,0,0,0,"23.0"
"1317",0,0,0,0,0,1,0,"24.0"
"1318",1,1,0,0,0,0,0,"44.0"
"1319",1,0,0,0,0,0,0,"23.0"
"1320",0,0,0,1,0,0,0,"U"
"1321",0,0,0,0,0,1,0,"49.0"
"1322",0,0,0,0,0,1,0,"U"
"1323",0,1,0,0,0,0,0,"25.0"
"1324",0,0,0,0,1,0,0,"U"
"1325",0,1,0,0,0,0,0,"19.0"
"1326",0,1,0,1,0,0,0,"47.0"
"1327",0,1,0,0,0,0,0,"U"
"1328",0,1,0,0,0,0,0,"26.0"
"1329",0,1,0,0,1,0,0,"20.0"
"1330",0,1,0,0,0,0,0,"33.0"
"1331",0,0,0,0,0,1,0,"U"
"1332",0,0,1,0,0,0,0,"U"
"1333",0,0,0,0,0,1,0,"22.0"
"1334",0,1,0,0,1,0,0,"32.0"
"1335",1,0,0,1,0,0,0,"19.0"
"1336",0,0,0,0,0,1,0,"U"
"1337",0,1,0,0,0,0,0,"U"
"1338",0,2,0,3,0,0,0,"31.0"
"1339",0,0,0,1,0,0,0,"U"
"1340",0,0,0,0,1,0,0,"27.0"
"1341",0,1,0,1,0,0,0,"26.0"
"1342",0,0,0,0,0,1,0,"58.0"
"1343",0,1,0,0,0,0,0,"41.0"
"1344",0,1,0,0,0,0,0,"U"
"1345",0,0,0,1,0,0,0,"U"
"1346",0,0,0,0,0,1,0,"52.0"
"1347",0,0,0,0,0,1,0,"U"
"1348",0,0,0,1,0,0,0,"U"
"1349",0,1,0,0,0,0,0,"22.0"
"1350",1,4,0,0,0,0,0,"U"
"1351",0,1,0,0,0,0,0,"18.0"
"1352",0,0,0,1,0,0,0,"U"
"1353",0,1,0,0,0,0,0,"U"
"1354",0,0,0,1,0,1,0,"U"
"1355",0,1,0,0,0,0,0,"U"
"1356",0,0,0,1,0,0,0,"26.0"
"1357",1,1,0,0,0,0,0,"U"
"1358",0,1,0,0,0,0,0,NA
"1359",0,0,0,0,0,1,0,"U"
"1360",1,0,0,0,0,0,0,"10.0"
"1361",0,1,0,0,0,0,0,"U"
"1362",0,1,0,0,0,0,0,"25.0"
"1363",0,1,0,0,0,0,0,"35.0"
"1364",0,1,0,0,0,0,0,"34.0"
"1365",0,1,0,0,0,0,0,"52.0"
"1366",0,0,0,0,0,1,0,"U"
"1367",0,1,0,0,0,0,0,"U"
"1368",0,0,0,0,0,1,0,"U"
"1369",0,1,0,0,0,0,0,"18.0"
"1370",0,0,0,1,0,0,0,"13.0"
"1371",0,0,0,0,0,1,0,"U"
"1372",0,0,0,0,0,1,0,"U"
"1373",0,0,0,0,0,1,0,"U"
"1374",1,0,0,0,0,0,0,"U"
"1375",0,0,0,0,0,1,0,"32.0"
"1376",0,0,0,0,0,1,0,"20.0"
"1377",1,1,0,0,0,0,0,"25.0"
"1378",0,1,0,0,0,0,0,"10.0"
"1379",1,0,0,0,0,0,0,"40.0"
"1380",0,0,0,0,0,1,0,"U"
"1381",0,1,0,0,0,0,0,"17.0"
"1382",0,1,0,0,0,0,0,"18.0"
"1383",0,0,0,0,0,1,0,"U"
"1384",0,1,0,0,0,0,0,"23.0"
"1385",0,0,0,0,0,1,0,"37.0"
"1386",0,0,0,0,1,0,0,"25.0"
"1387",0,0,0,0,0,1,0,"U"
"1388",0,0,0,0,0,1,0,"29.0"
"1389",1,0,0,0,0,0,0,"U"
"1390",0,1,0,0,1,0,0,"U"
"1391",0,1,0,0,0,0,0,"25.0"
"1392",0,0,0,0,0,1,0,"U"
"1393",0,0,0,0,0,1,0,"U"
"1394",0,0,0,0,0,1,0,"U"
"1395",1,0,0,1,0,0,0,"U"
"1396",0,1,0,0,0,0,0,"26.0"
"1397",0,0,0,1,0,0,0,"33.0"
"1398",0,1,0,0,0,0,0,"23.0"
"1399",0,0,0,0,0,1,0,"U"
"1400",0,0,0,0,0,1,0,"U"
"1401",1,0,0,0,0,0,0,"22.0"
"1402",0,0,0,0,0,1,0,"U"
"1403",0,0,0,0,0,1,0,"U"
"1404",0,0,0,0,0,1,0,"U"
"1405",0,0,0,1,0,0,0,"26.0"
"1406",0,1,0,0,0,0,0,"42.0"
"1407",0,2,0,0,1,0,0,"U"
"1408",0,0,0,0,1,0,0,"U"
"1409",0,1,0,0,0,0,0,"26.0"
"1410",0,0,0,0,0,1,0,"U"
"1411",0,0,0,0,0,1,0,"U"
"1412",0,0,0,0,0,1,0,"U"
"1413",0,0,0,0,1,0,0,"32.0"
"1414",0,0,0,1,0,0,0,"64.0"
"1415",0,1,0,0,0,0,0,NA
"1416",0,0,0,0,0,1,0,"U"
"1417",1,0,0,0,0,0,0,"U"
"1418",0,1,0,0,0,0,0,"21.0"
"1419",0,0,0,0,0,1,0,"U"
"1420",0,0,0,0,1,0,0,"26.0"
"1421",0,1,0,0,0,0,0,"U"
"1422",1,0,0,0,1,0,0,"30-39"
"1423",0,0,0,0,0,1,0,"U"
"1424",0,1,0,0,0,0,0,"24.0"
"1425",0,0,0,0,0,1,0,"U"
"1426",0,0,0,0,0,1,0,"U"
"1427",0,0,0,0,0,1,0,"U"
"1428",0,0,0,0,0,1,0,"53.0"
"1429",0,3,0,4,0,0,1,"19.0"
"1430",0,1,0,1,0,0,0,"37.0"
"1431",0,1,0,0,0,0,0,"34.0"
"1432",0,0,0,0,0,1,0,"28.0"
"1433",0,0,0,0,1,0,0,"23.0"
"1434",1,1,0,0,0,0,0,"U"
"1435",0,1,0,0,0,0,0,"U"
"1436",0,0,0,0,0,1,0,"U"
"1437",0,1,0,0,0,0,0,"33.0"
"1438",0,2,0,1,0,0,0,"53.0"
"1439",0,1,0,0,0,0,0,"27.0"
"1440",2,1,0,5,0,0,0,"U"
"1441",0,0,0,0,0,1,0,"U"
"1442",0,0,0,1,0,0,0,"U"
"1443",1,0,0,0,0,0,0,"25.0"
"1444",0,1,0,1,0,0,0,"U"
"1445",0,0,0,0,0,1,0,"U"
"1446",0,0,0,0,0,1,0,"U"
"1447",0,0,0,0,0,1,0,"25.0"
"1448",0,1,0,0,0,0,0,"25.0"
"1449",0,0,0,0,0,1,0,"U"
"1450",0,0,0,0,0,1,0,"U"
"1451",0,0,0,0,0,1,0,"20.0"
"1452",0,0,0,0,1,0,0,"U"
"1453",0,1,0,0,0,0,0,"51.0"
"1454",0,0,0,0,0,1,0,"15.0"
"1455",0,0,0,0,0,1,0,"U"
"1456",0,0,0,0,0,1,0,"39.0"
"1457",0,1,0,0,0,0,0,"U"
"1458",0,0,0,0,0,1,0,"U"
"1459",0,1,0,0,0,0,0,"17.0"
"1460",0,1,0,0,0,0,0,"U"
"1461",0,0,0,0,0,1,0,"U"
"1462",0,1,0,0,0,0,0,"34.0"
"1463",0,1,0,0,0,0,0,"34.0"
"1464",0,0,0,0,0,1,0,"U"
"1465",0,1,0,2,0,0,0,"U"
"1466",0,0,0,0,0,1,0,"U"
"1467",1,0,0,0,0,0,0,"31.0"
"1468",0,1,0,0,0,0,0,"U"
"1469",1,0,0,0,0,0,0,"21.0"
"1470",0,0,0,0,1,0,0,"20.0"
"1471",0,0,0,0,0,1,0,"35.0"
"1472",0,0,0,0,0,1,0,"U"
"1473",0,0,1,1,0,0,0,"U"
"1474",0,1,0,0,1,0,0,"26.0"
"1475",0,0,0,0,0,1,0,"22.0"
"1476",0,0,0,0,0,1,0,"U"
"1477",0,0,0,0,0,1,0,"U"
"1478",0,1,0,0,0,0,0,"30-39"
"1479",0,0,0,1,0,0,0,"U"
"1480",0,1,0,0,0,0,0,"20.0"
"1481",0,1,0,0,0,0,0,"40.0"
"1482",0,0,0,0,0,1,0,"27.0"
"1483",0,0,0,0,0,1,0,"29.0"
"1484",0,0,0,1,0,0,0,"U"
"1485",0,0,0,0,0,1,0,"U"
"1486",1,0,0,0,0,0,0,"10.0"
"1487",0,0,0,0,1,0,0,"U"
"1488",0,0,0,0,0,1,0,"21.0"
"1489",0,0,0,0,0,1,0,"23.0"
"1490",0,1,0,0,0,0,0,"U"
"1491",0,1,0,0,0,0,0,"U"
"1492",0,0,0,0,0,1,0,"54.0"
"1493",0,0,0,1,0,0,0,"18.0"
"1494",0,1,0,0,0,0,0,"25.0"
"1495",0,0,0,0,0,1,0,"40.0"
"1496",0,1,0,0,0,0,0,"31.0"
"1497",0,1,0,0,0,0,0,"24.0"
"1498",0,1,0,0,0,0,0,"24.0"
"1499",0,0,0,0,1,0,0,"U"
"1500",0,1,0,0,0,0,0,"U"
"1501",0,0,0,1,0,0,0,"U"
"1502",0,2,0,1,0,0,0,"34.0"
"1503",0,0,0,0,2,0,0,"23.0"
"1504",0,1,0,0,0,0,0,"U"
"1505",0,0,0,0,0,1,0,"50.0"
"1506",1,0,0,0,0,0,0,"U"
"1507",0,0,0,0,0,1,0,"U"
"1508",1,0,0,0,0,0,0,"U"
"1509",0,1,0,0,0,0,0,"U"
"1510",0,0,0,0,0,1,0,"28.0"
"1511",0,1,0,0,0,0,0,"U"
"1512",0,0,0,0,0,1,0,"U"
"1513",0,0,0,1,0,0,0,"U"
"1514",0,0,1,0,0,0,0,"U"
"1515",1,0,0,0,0,0,0,"31.0"
"1516",0,1,0,0,0,0,0,"U"
"1517",0,0,0,0,0,1,0,"U"
"1518",0,0,0,0,0,1,0,"U"
"1519",0,0,0,0,0,1,0,"U"
"1520",0,0,0,0,0,1,0,"U"
"1521",0,1,0,0,0,0,0,"26.0"
"1522",0,0,0,0,0,1,0,"U"
"1523",1,0,0,0,0,0,0,"25.0"
"1524",0,1,0,0,0,0,0,"46.0"
"1525",0,0,0,1,0,0,0,"U"
"1526",0,0,0,0,0,1,0,"21.0"
"1527",1,0,0,0,0,0,0,"14.0"
"1528",0,1,0,0,0,0,0,"39.0"
"1529",0,1,0,0,0,0,0,"38.0"
"1530",0,1,0,0,0,0,0,"25.0"
"1531",1,0,0,0,0,1,0,"29.0"
"1532",0,1,0,0,0,0,0,"25.0"
"1533",0,0,0,0,0,1,0,NA
"1534",0,0,0,0,0,1,0,"48.0"
"1535",1,0,0,0,0,0,0,"47.0"
"1536",0,0,0,0,0,1,0,"17.0"
"1537",0,0,0,0,0,1,0,"U"
"1538",0,0,0,0,0,1,0,"19.0"
"1539",0,1,0,0,0,0,0,"U"
"1540",0,0,0,0,0,1,0,"U"
"1541",0,0,0,0,0,1,0,"U"
"1542",0,0,0,0,0,1,0,"25.0"
"1543",0,0,0,0,0,1,0,"U"
"1544",0,0,0,1,0,0,0,"U"
"1545",0,0,0,0,0,1,0,"U"
"1546",0,1,0,0,0,0,0,"25.0"
"1547",1,0,0,0,0,0,0,"30-39"
"1548",0,0,0,0,0,1,0,"U"
"1549",0,0,0,0,0,1,0,"47.0"
"1550",0,0,0,0,0,1,0,"U"
"1551",0,0,0,1,0,0,0,"U"
"1552",0,0,0,0,0,1,0,"U"
"1553",0,1,0,0,0,0,0,"21.0"
"1554",1,0,0,0,0,0,0,"U"
"1555",0,1,0,0,0,0,0,"U"
"1556",0,0,1,3,0,0,0,"U"
"1557",0,1,0,1,0,0,0,"U"
"1558",0,0,0,0,0,1,0,"U"
"1559",0,1,0,0,0,0,0,"U"
"1560",0,1,0,0,0,0,0,"U"
"1561",0,0,0,0,0,1,0,"U"
"1562",0,1,0,0,0,0,0,"33.0"
"1563",0,0,0,0,0,1,0,"U"
"1564",0,0,0,1,0,0,0,"49.0"
"1565",0,0,0,0,0,1,0,"U"
"1566",0,0,0,1,0,0,0,"U"
"1567",0,1,0,0,0,0,0,"U"
"1568",0,0,0,0,0,1,0,"32.0"
"1569",1,0,0,0,0,0,0,"U"
"1570",0,1,0,0,0,0,0,"37.0"
"1571",0,1,0,0,0,0,0,"27.0"
"1572",0,0,0,1,0,0,0,"U"
"1573",0,0,0,0,0,1,0,"U"
"1574",0,1,0,0,0,0,0,"19.0"
"1575",0,1,0,0,0,0,0,"U"
"1576",0,0,0,0,1,0,0,"57.0"
"1577",0,1,0,0,0,0,0,"16.0"
"1578",0,0,0,0,1,0,0,"19.0"
"1579",0,1,0,0,0,0,0,"25.0"
"1580",0,0,0,0,1,0,0,"20.0"
"1581",0,0,0,1,0,0,0,"41.0"
"1582",0,5,0,0,2,0,0,"U"
"1583",0,1,0,0,0,0,0,"29.0"
"1584",0,1,0,0,0,0,0,"U"
"1585",0,0,0,0,0,1,0,"U"
"1586",0,1,0,0,0,0,0,"26.0"
"1587",0,1,0,1,0,0,0,"34.0"
"1588",0,0,0,0,0,1,0,"U"
"1589",0,1,0,0,0,0,0,"26.0"
"1590",0,0,0,1,0,0,0,"35.0"
"1591",0,0,0,0,0,1,0,"40.0"
"1592",0,0,0,0,0,1,0,"33.0"
"1593",0,1,0,0,0,0,0,"U"
"1594",0,1,0,0,0,0,0,"23.0"
"1595",0,0,0,0,0,1,0,"U"
"1596",0,1,0,0,0,0,0,"U"
"1597",0,1,0,0,0,0,0,"U"
"1598",0,0,0,0,0,1,0,"U"
"1599",0,0,0,0,0,1,0,"U"
"1600",0,1,0,0,0,0,0,"32.0"
"1601",0,0,0,0,0,1,0,"U"
"1602",0,0,0,0,0,1,0,"U"
"1603",0,1,0,0,0,0,0,"50.0"
"1604",0,0,0,0,0,1,0,"U"
"1605",0,0,0,0,0,1,0,"U"
"1606",0,1,0,0,0,0,0,"25.0"
"1607",0,0,0,0,0,1,0,"U"
"1608",1,0,0,0,0,0,0,"U"
"1609",0,1,0,0,0,0,0,"35.0"
"1610",1,0,0,0,0,0,0,"10.0"
"1611",0,1,0,0,0,0,0,"34.0"
"1612",0,0,0,0,1,0,0,"10.0"
"1613",0,1,0,0,0,0,0,"25.0"
"1614",0,0,1,0,0,0,0,"21.0"
"1615",0,1,0,0,0,0,0,"15.0"
"1616",0,0,0,0,0,1,0,"29.0"
"1617",0,0,0,0,0,1,0,"23.0"
"1618",0,0,0,0,0,1,0,"16.0"
"1619",0,2,0,0,1,0,0,"U"
"1620",0,1,0,0,0,0,0,"31.0"
"1621",0,1,0,0,0,0,0,"24.0"
"1622",0,0,0,0,0,1,0,"U"
"1623",0,1,0,0,0,0,0,"U"
"1624",0,1,0,0,0,0,0,"38.0"
"1625",0,0,0,0,0,1,0,"U"
"1626",1,0,0,0,0,0,0,"34.0"
"1627",1,0,0,0,0,0,0,"U"
"1628",0,0,0,0,0,1,0,"U"
"1629",1,0,0,0,0,0,0,"17.0"
"1630",0,0,0,0,0,1,0,"U"
"1631",0,0,0,0,0,1,0,"29.0"
"1632",1,1,0,0,0,0,0,"U"
"1633",0,1,0,0,0,0,1,"U"
"1634",1,0,0,0,0,0,0,"43.0"
"1635",0,1,0,0,0,0,0,"46.0"
"1636",0,1,0,0,0,0,0,"U"
"1637",0,1,0,0,0,0,0,"U"
"1638",0,0,0,0,0,1,0,"U"
"1639",0,1,0,0,0,0,0,"10.0"
"1640",0,0,0,0,1,0,0,"10.0"
"1641",0,0,0,0,0,1,0,"28.0"
"1642",1,1,0,0,0,0,0,"23.0"
"1643",0,0,0,0,1,0,0,"19.0"
"1644",0,0,0,0,0,1,0,"26.0"
"1645",0,1,0,0,0,0,0,"22.0"
"1646",0,0,0,0,2,0,0,"U"
"1647",0,1,0,0,0,0,0,"U"
"1648",0,0,0,0,0,1,0,"U"
"1649",0,0,0,0,0,1,0,"U"
"1650",0,0,0,0,0,1,0,"U"
"1651",1,0,0,0,0,0,0,"U"
"1652",0,1,0,0,0,0,0,"25.0"
"1653",0,0,1,0,0,0,0,"46.0"
"1654",1,0,0,0,0,0,0,"31.0"
"1655",0,0,0,0,0,1,0,"U"
"1656",0,1,0,0,0,0,0,"25.0"
"1657",0,0,0,1,1,0,0,"19.0"
"1658",0,1,0,0,0,0,0,"U"
"1659",0,0,0,1,0,0,0,"25.0"
"1660",0,1,0,0,0,0,0,"U"
"1661",0,0,0,1,0,0,0,"U"
"1662",0,1,0,0,0,0,0,"29.0"
"1663",0,1,0,0,0,0,0,"27.0"
"1664",0,0,0,0,0,1,0,"38.0"
"1665",0,0,0,0,3,0,0,"25.0"
"1666",0,1,0,0,0,0,0,"U"
"1667",0,0,0,0,0,1,0,"U"
"1668",0,1,0,0,0,0,0,"35.0"
"1669",0,1,0,0,0,0,0,"27.0"
"1670",0,0,0,0,0,1,0,"U"
"1671",0,0,1,0,0,0,0,"U"
"1672",0,1,0,0,0,0,0,"U"
"1673",0,1,0,0,2,0,0,"17.0"
"1674",0,0,0,0,0,1,0,"U"
"1675",1,0,0,0,0,0,0,"27.0"
"1676",0,1,0,0,0,0,0,"25.0"
"1677",0,0,0,0,0,1,0,"U"
"1678",0,0,0,0,0,1,0,"40.0"
"1679",0,0,0,0,0,1,0,"U"
"1680",0,0,0,0,0,1,0,"52.0"
"1681",1,0,0,0,0,0,0,"U"
"1682",0,1,0,0,0,0,0,"U"
"1683",0,0,0,0,0,1,0,"47.0"
"1684",0,0,0,0,0,1,0,"U"
"1685",1,1,0,2,0,0,0,NA
"1686",1,1,0,0,0,0,0,"U"
"1687",0,0,0,0,0,1,0,"38.0"
"1688",1,0,0,0,0,0,0,"U"
"1689",0,0,0,1,0,0,0,"29.0"
"1690",1,1,0,0,0,0,0,"U"
"1691",0,0,0,0,0,1,0,"31.0"
"1692",1,0,0,0,0,0,0,"25.0"
"1693",0,1,0,0,0,0,0,"U"
"1694",0,1,0,0,0,0,0,"37.0"
"1695",0,0,0,0,0,1,0,"U"
"1696",0,0,0,1,0,0,0,"U"
"1697",1,1,0,0,0,0,0,"18.0"
"1698",0,0,0,0,0,1,0,"24.0"
"1699",0,0,0,0,0,1,0,"20.0"
"1700",1,1,0,0,0,0,0,"U"
"1701",1,0,0,0,0,0,0,"24.0"
"1702",0,0,0,0,0,1,0,"U"
"1703",1,0,0,0,0,0,0,"55.0"
"1704",0,0,0,0,0,1,0,"U"
"1705",0,0,1,0,0,0,0,"17.0"
"1706",0,0,0,0,0,1,0,"U"
"1707",0,0,0,0,0,1,0,"U"
"1708",1,0,0,0,0,0,0,"24.0"
"1709",0,1,0,0,0,0,0,"30-39"
"1710",0,0,0,0,0,1,0,"U"
"1711",0,1,0,0,0,0,0,"U"
"1712",1,0,0,0,0,0,0,"43.0"
"1713",0,1,0,0,1,0,0,"26.0"
"1714",0,1,0,0,0,0,0,"U"
"1715",0,0,1,0,0,0,0,"U"
"1716",0,1,0,0,0,0,0,"U"
"1717",0,1,0,0,0,0,0,"23.0"
"1718",3,3,0,0,0,0,0,"U"
"1719",0,0,0,0,0,1,0,"U"
"1720",0,0,0,0,0,1,0,"U"
"1721",0,1,0,0,0,0,0,"45.0"
"1722",0,0,0,0,0,1,0,"28.0"
"1723",0,0,0,0,0,1,0,"24.0"
"1724",0,1,0,0,0,0,0,"U"
"1725",0,1,0,0,0,0,0,"46.0"
"1726",1,0,0,0,0,0,0,"40.0"
"1727",0,0,0,0,0,1,0,"U"
"1728",0,1,0,0,0,0,0,"25.0"
"1729",0,0,0,0,0,1,0,"U"
"1730",0,0,0,1,0,0,0,"U"
"1731",0,0,0,0,0,1,0,"36.0"
"1732",0,0,0,0,0,1,0,"U"
"1733",0,0,0,0,0,1,0,"32.0"
"1734",0,1,0,0,0,0,0,"U"
"1735",0,0,0,0,1,0,0,"25.0"
"1736",0,0,0,0,0,1,0,"U"
"1737",0,1,0,0,0,0,0,"17.0"
"1738",0,0,0,0,0,1,0,"36.0"
"1739",0,1,0,0,0,0,0,"U"
"1740",0,0,0,0,0,1,0,"U"
"1741",0,0,0,0,0,1,0,"49.0"
"1742",0,1,0,2,0,0,1,"36.0"
"1743",0,0,0,0,0,1,0,"29.0"
"1744",0,0,0,0,0,1,0,"42.0"
"1745",0,1,0,0,0,0,0,"21.0"
"1746",0,1,0,0,0,0,0,"31.0"
"1747",0,0,0,1,0,0,0,"U"
"1748",1,0,0,0,0,0,0,"U"
"1749",0,1,0,0,0,0,0,"21.0"
"1750",0,0,0,0,0,1,0,"U"
"1751",0,1,0,0,0,0,0,"30-39"
"1752",0,1,0,0,0,0,0,"45.0"
"1753",0,0,0,0,0,1,0,"49.0"
"1754",0,0,1,0,0,0,0,"U"
"1755",0,0,0,0,1,0,0,"30-39"
"1756",0,1,0,0,0,0,0,"U"
"1757",0,0,0,1,0,0,0,"U"
"1758",0,0,0,0,0,1,0,"U"
"1759",0,0,0,0,0,1,0,"U"
"1760",0,0,0,0,0,1,0,"U"
"1761",0,0,0,0,0,1,0,"U"
"1762",0,0,0,0,0,1,0,"44.0"
"1763",1,1,0,0,0,0,0,"U"
"1764",0,0,0,0,2,0,0,"22.0"
"1765",0,0,0,0,0,1,0,"U"
"1766",0,0,0,0,0,1,0,"U"
"1767",0,0,0,1,0,0,0,"35.0"
"1768",0,0,0,0,0,1,0,"21.0"
"1769",0,0,0,0,0,1,0,"23.0"
"1770",0,0,0,1,0,0,0,"U"
"1771",0,0,0,0,0,1,0,"U"
"1772",0,0,0,0,0,1,0,"U"
"1773",0,1,0,0,0,0,0,"U"
"1774",0,0,0,0,0,1,0,"U"
"1775",0,0,0,1,0,0,0,"U"
"1776",0,0,0,0,0,1,0,"U"
"1777",0,1,0,0,0,0,0,"21.0"
"1778",0,0,0,0,0,1,0,"U"
"1779",0,1,0,0,1,0,0,"26.0"
"1780",0,1,0,0,0,0,0,"34.0"
"1781",0,0,0,0,0,1,0,"U"
"1782",0,1,0,0,0,0,0,"33.0"
"1783",0,1,0,0,0,0,0,"48.0"
"1784",0,0,0,0,0,1,0,"23.0"
"1785",1,4,0,0,0,0,0,"46.0"
"1786",0,0,0,0,1,0,0,"U"
"1787",0,1,0,0,0,0,0,"29.0"
"1788",0,1,0,0,0,0,0,"35.0"
"1789",0,1,0,0,0,0,0,"U"
"1790",0,1,0,0,0,0,0,"20.0"
"1791",0,0,0,0,0,1,0,"48.0"
"1792",0,1,0,0,0,0,0,"21.0"
"1793",1,1,0,0,0,0,0,"29.0"
"1794",0,1,0,0,0,0,0,"U"
"1795",0,0,0,1,0,0,0,"31.0"
"1796",0,1,0,0,0,0,0,"U"
"1797",0,0,0,0,0,1,0,"U"
"1798",0,0,0,0,0,1,0,"U"
"1799",0,1,0,0,0,0,0,"U"
"1800",0,0,0,0,0,1,0,"U"
"1801",0,0,0,0,0,1,0,"U"
"1802",0,0,0,0,0,1,0,"50.0"
"1803",0,0,0,0,0,1,0,"U"
"1804",0,0,0,0,0,1,0,"U"
"1805",0,0,0,0,0,1,0,"U"
"1806",0,0,0,0,0,1,0,"U"
"1807",0,0,0,1,0,0,0,"32.0"
"1808",0,0,1,2,0,0,0,"U"
"1809",0,0,0,0,0,1,0,"23.0"
"1810",0,1,0,0,0,0,0,"18.0"
"1811",0,1,0,0,0,0,0,"U"
"1812",0,0,0,0,0,1,0,"31.0"
"1813",0,0,0,0,0,1,0,"35.0"
"1814",0,0,0,0,1,0,0,"U"
"1815",0,0,0,0,0,1,0,"U"
"1816",0,0,0,1,0,0,0,"26.0"
"1817",0,0,0,0,0,1,0,"U"
"1818",0,0,0,0,0,1,0,"37.0"
"1819",0,0,0,0,0,1,0,"U"
"1820",0,1,0,1,0,0,0,"U"
"1821",0,1,0,0,0,0,0,"45.0"
"1822",0,1,0,0,0,0,0,"22.0"
"1823",0,0,0,0,0,1,0,"31.0"
"1824",0,0,0,0,0,1,0,"U"
"1825",1,0,0,0,0,0,0,"18.0"
"1826",0,0,0,0,1,0,0,"U"
"1827",0,1,0,0,0,0,0,"U"
"1828",1,0,0,0,0,0,0,"38.0"
"1829",0,1,0,0,0,0,0,"U"
"1830",0,0,0,0,0,1,0,"U"
"1831",0,1,0,0,0,0,0,"28.0"
"1832",0,0,0,0,1,0,0,"25.0"
"1833",0,2,0,0,1,0,0,"U"
"1834",0,0,0,1,0,0,0,"U"
"1835",0,1,0,0,0,0,0,"U"
"1836",0,2,1,0,0,2,0,"22.0"
"1837",1,1,0,0,0,0,0,"38.0"
"1838",0,0,0,0,0,1,0,"U"
"1839",0,1,0,0,0,0,0,"24.0"
"1840",1,0,0,0,0,0,0,"U"
"1841",1,0,0,0,0,0,0,"23.0"
"1842",0,0,0,0,0,1,0,"U"
"1843",0,0,0,0,0,1,0,"U"
"1844",1,4,0,6,0,0,0,"U"
"1845",0,0,0,0,0,1,0,"U"
"1846",0,0,0,0,0,1,0,"30.0"
"1847",0,0,0,0,0,1,0,"39.0"
"1848",0,0,0,0,0,1,0,"44.0"
"1849",0,1,0,0,0,0,0,"27.0"
"1850",0,1,0,0,1,0,0,"27.0"
"1851",0,1,0,0,0,0,0,"29.0"
"1852",0,1,0,0,0,0,0,"U"
"1853",0,1,0,0,0,0,0,"22.0"
"1854",1,1,0,0,0,0,0,"U"
"1855",0,1,0,0,0,0,0,"U"
"1856",0,0,0,0,0,1,0,"U"
"1857",0,0,0,0,0,1,0,"U"
"1858",0,0,0,0,0,1,0,"34.0"
"1859",0,1,0,0,0,0,0,"U"
